Source,Target,Type,Id,Label,Weight
446604,249568,Undirected,2372,,1
446604,458358,Undirected,2373,,1
61581,214133,Undirected,2374,,1
61581,230841,Undirected,2375,,1
61581,247604,Undirected,2376,,1
61581,519284,Undirected,2377,,1
75913,57240,Undirected,2378,,1
75913,149824,Undirected,2379,,1
75913,443411,Undirected,2380,,1
75913,521221,Undirected,2381,,1
473233,183095,Undirected,2382,,1
61588,1842,Undirected,2383,,1
61588,48190,Undirected,2384,,1
61588,50756,Undirected,2385,,1
61588,50835,Undirected,2386,,1
61588,87226,Undirected,2387,,1
61588,159604,Undirected,2388,,1
61588,166784,Undirected,2389,,1
61588,192366,Undirected,2390,,1
61588,197303,Undirected,2391,,1
61588,230200,Undirected,2392,,1
61588,276228,Undirected,2393,,1
61588,317978,Undirected,2394,,1
61588,389484,Undirected,2395,,1
61588,445311,Undirected,2396,,1
61588,449256,Undirected,2397,,1
18580,149824,Undirected,2398,,1
18580,521221,Undirected,2399,,1
432278,183095,Undirected,2400,,1
51350,15209,Undirected,2401,,1
51350,31227,Undirected,2402,,1
51350,120451,Undirected,2403,,1
51350,123777,Undirected,2404,,1
51350,160359,Undirected,2405,,1
51350,223526,Undirected,2406,,1
51350,275218,Undirected,2407,,1
51350,301711,Undirected,2408,,1
51350,453233,Undirected,2409,,1
51350,458358,Undirected,2410,,1
51350,465049,Undirected,2411,,1
465049,15209,Undirected,2412,,1
465049,24139,Undirected,2413,,1
465049,107172,Undirected,2414,,1
465049,352582,Undirected,2415,,1
465049,458358,Undirected,2416,,1
374937,210919,Undirected,2417,,1
465050,37981,Undirected,2418,,1
465050,458358,Undirected,2419,,1
192668,30049,Undirected,2420,,1
192668,184203,Undirected,2421,,1
192668,285769,Undirected,2422,,1
192668,297964,Undirected,2423,,1
192668,328968,Undirected,2424,,1
153760,4910,Undirected,2425,,1
153760,208161,Undirected,2426,,1
153760,219358,Undirected,2427,,1
77985,50835,Undirected,2428,,1
77985,445311,Undirected,2429,,1
77985,522711,Undirected,2430,,1
4258,253667,Undirected,2431,,1
4258,366155,Undirected,2432,,1
4258,547692,Undirected,2433,,1
32931,66156,Undirected,2434,,1
32931,175102,Undirected,2435,,1
32931,420290,Undirected,2436,,1
32931,439836,Undirected,2437,,1
32931,458358,Undirected,2438,,1
198820,205901,Undirected,2439,,1
45221,38365,Undirected,2440,,1
45221,109693,Undirected,2441,,1
420006,23511,Undirected,2442,,1
420006,26025,Undirected,2443,,1
420006,68409,Undirected,2444,,1
420006,161550,Undirected,2445,,1
313505,458358,Undirected,2446,,1
340136,222939,Undirected,2447,,1
340136,312632,Undirected,2448,,1
510113,48978,Undirected,2449,,1
510113,57240,Undirected,2450,,1
510113,149824,Undirected,2451,,1
510113,521221,Undirected,2452,,1
436395,5703,Undirected,2453,,1
436395,306687,Undirected,2454,,1
436395,367598,Undirected,2455,,1
319662,458358,Undirected,2456,,1
319662,498702,Undirected,2457,,1
387247,38365,Undirected,2458,,1
387247,456575,Undirected,2459,,1
319667,458358,Undirected,2460,,1
297141,37981,Undirected,2461,,1
297141,386439,Undirected,2462,,1
297141,410151,Undirected,2463,,1
297141,458358,Undirected,2464,,1
282810,458358,Undirected,2465,,1
67770,288672,Undirected,2466,,1
67770,462312,Undirected,2467,,1
67770,462447,Undirected,2468,,1
536773,97672,Undirected,2469,,1
536773,128754,Undirected,2470,,1
536773,161455,Undirected,2471,,1
536773,222939,Undirected,2472,,1
536773,224964,Undirected,2473,,1
450758,48190,Undirected,2474,,1
450758,382420,Undirected,2475,,1
450758,521394,Undirected,2476,,1
100560,458358,Undirected,2477,,1
422099,130718,Undirected,2478,,1
422099,306602,Undirected,2479,,1
422099,309807,Undirected,2480,,1
422099,342234,Undirected,2481,,1
422099,380862,Undirected,2482,,1
422099,443151,Undirected,2483,,1
422099,491407,Undirected,2484,,1
6359,175102,Undirected,2485,,1
205016,222939,Undirected,2486,,1
149719,458358,Undirected,2487,,1
342234,50870,Undirected,2488,,1
342234,64317,Undirected,2489,,1
342234,247762,Undirected,2490,,1
342234,309807,Undirected,2491,,1
291035,38365,Undirected,2492,,1
291035,150570,Undirected,2493,,1
291035,397980,Undirected,2494,,1
291035,498702,Undirected,2495,,1
55516,215697,Undirected,2496,,1
55516,306602,Undirected,2497,,1
192732,458358,Undirected,2498,,1
219358,9338,Undirected,2499,,1
219358,56267,Undirected,2500,,1
219358,58064,Undirected,2501,,1
219358,128754,Undirected,2502,,1
219358,161443,Undirected,2503,,1
219358,205901,Undirected,2504,,1
219358,221771,Undirected,2505,,1
219358,234014,Undirected,2506,,1
219358,251046,Undirected,2507,,1
219358,281173,Undirected,2508,,1
219358,335795,Undirected,2509,,1
219358,351977,Undirected,2510,,1
219358,353053,Undirected,2511,,1
219358,382215,Undirected,2512,,1
219358,419373,Undirected,2513,,1
219358,448376,Undirected,2514,,1
219358,482279,Undirected,2515,,1
219358,511715,Undirected,2516,,1
219358,522711,Undirected,2517,,1
219358,527657,Undirected,2518,,1
252127,56709,Undirected,2519,,1
252127,440877,Undirected,2520,,1
252127,458358,Undirected,2521,,1
252127,512270,Undirected,2522,,1
280791,458358,Undirected,2523,,1
229602,298058,Undirected,2524,,1
295138,38365,Undirected,2525,,1
354533,175102,Undirected,2526,,1
354533,193522,Undirected,2527,,1
354533,462312,Undirected,2528,,1
458986,3032,Undirected,2529,,1
458986,321151,Undirected,2530,,1
458986,380862,Undirected,2531,,1
458986,470072,Undirected,2532,,1
458986,522711,Undirected,2533,,1
108782,38365,Undirected,2534,,1
422127,37981,Undirected,2535,,1
422127,54001,Undirected,2536,,1
422127,74298,Undirected,2537,,1
422127,103608,Undirected,2538,,1
422127,267899,Undirected,2539,,1
422127,397062,Undirected,2540,,1
422127,410151,Undirected,2541,,1
422127,449234,Undirected,2542,,1
422127,458358,Undirected,2543,,1
211185,130258,Undirected,2544,,1
211185,158306,Undirected,2545,,1
211185,213814,Undirected,2546,,1
211185,321151,Undirected,2547,,1
252147,58064,Undirected,2548,,1
252147,252645,Undirected,2549,,1
252147,253450,Undirected,2550,,1
252147,521221,Undirected,2551,,1
389365,429444,Undirected,2552,,1
389365,527657,Undirected,2553,,1
516344,38365,Undirected,2554,,1
516344,284646,Undirected,2555,,1
516344,292448,Undirected,2556,,1
516344,303628,Undirected,2557,,1
516344,368244,Undirected,2558,,1
30969,27965,Undirected,2559,,1
30969,277301,Undirected,2560,,1
495866,38365,Undirected,2561,,1
495866,273226,Undirected,2562,,1
55547,95281,Undirected,2563,,1
55547,175102,Undirected,2564,,1
55547,495239,Undirected,2565,,1
499964,38365,Undirected,2566,,1
499964,346747,Undirected,2567,,1
499964,458358,Undirected,2568,,1
49400,37981,Undirected,2569,,1
49400,51192,Undirected,2570,,1
49400,66665,Undirected,2571,,1
49400,145895,Undirected,2572,,1
49400,165840,Undirected,2573,,1
49400,216944,Undirected,2574,,1
49400,248679,Undirected,2575,,1
49400,252672,Undirected,2576,,1
49400,380528,Undirected,2577,,1
49400,420839,Undirected,2578,,1
49400,457098,Undirected,2579,,1
49400,458358,Undirected,2580,,1
49400,493323,Undirected,2581,,1
311544,133084,Undirected,2582,,1
311544,215500,Undirected,2583,,1
311544,454231,Undirected,2584,,1
311544,458358,Undirected,2585,,1
215294,531902,Undirected,2586,,1
196858,57240,Undirected,2587,,1
196858,521221,Undirected,2588,,1
98561,272048,Undirected,2589,,1
98561,458358,Undirected,2590,,1
499972,56709,Undirected,2591,,1
499972,66004,Undirected,2592,,1
499972,195216,Undirected,2593,,1
499972,458358,Undirected,2594,,1
344326,30049,Undirected,2595,,1
344326,145875,Undirected,2596,,1
344326,164581,Undirected,2597,,1
344326,184203,Undirected,2598,,1
358663,37981,Undirected,2599,,1
358663,410151,Undirected,2600,,1
358663,458358,Undirected,2601,,1
151815,62712,Undirected,2602,,1
151815,156600,Undirected,2603,,1
151815,253450,Undirected,2604,,1
219401,130258,Undirected,2605,,1
219401,158306,Undirected,2606,,1
219401,170872,Undirected,2607,,1
219401,210919,Undirected,2608,,1
227597,36000,Undirected,2609,,1
227597,38365,Undirected,2610,,1
227597,146598,Undirected,2611,,1
227597,164754,Undirected,2612,,1
227597,222596,Undirected,2613,,1
227597,296569,Undirected,2614,,1
227597,458358,Undirected,2615,,1
512270,38365,Undirected,2616,,1
512270,458358,Undirected,2617,,1
536849,30049,Undirected,2618,,1
194835,298058,Undirected,2619,,1
172308,458358,Undirected,2620,,1
327957,3032,Undirected,2621,,1
327957,33510,Undirected,2622,,1
327957,83246,Undirected,2623,,1
327957,115834,Undirected,2624,,1
327957,258008,Undirected,2625,,1
327957,323174,Undirected,2626,,1
139541,194330,Undirected,2627,,1
186646,194330,Undirected,2628,,1
22808,194330,Undirected,2629,,1
22808,418482,Undirected,2630,,1
20761,37316,Undirected,2631,,1
20761,47014,Undirected,2632,,1
20761,76302,Undirected,2633,,1
20761,123563,Undirected,2634,,1
20761,154417,Undirected,2635,,1
20761,234014,Undirected,2636,,1
20761,337603,Undirected,2637,,1
20761,348574,Undirected,2638,,1
20761,494258,Undirected,2639,,1
20761,532301,Undirected,2640,,1
84246,293561,Undirected,2641,,1
84246,458358,Undirected,2642,,1
147739,123573,Undirected,2643,,1
147739,306602,Undirected,2644,,1
147739,314521,Undirected,2645,,1
147739,333635,Undirected,2646,,1
147739,350949,Undirected,2647,,1
348444,66156,Undirected,2648,,1
348444,175102,Undirected,2649,,1
348444,420290,Undirected,2650,,1
348444,439836,Undirected,2651,,1
348444,458358,Undirected,2652,,1
200984,215500,Undirected,2653,,1
200984,458358,Undirected,2654,,1
502042,42628,Undirected,2655,,1
502042,76370,Undirected,2656,,1
502042,284646,Undirected,2657,,1
502042,458358,Undirected,2658,,1
223526,458358,Undirected,2659,,1
139560,450953,Undirected,2660,,1
139560,458358,Undirected,2661,,1
162090,222939,Undirected,2662,,1
162090,312632,Undirected,2663,,1
65842,13438,Undirected,2664,,1
65842,145875,Undirected,2665,,1
65842,453047,Undirected,2666,,1
16694,175102,Undirected,2667,,1
201015,458358,Undirected,2668,,1
262463,68409,Undirected,2669,,1
262463,336915,Undirected,2670,,1
155967,38365,Undirected,2671,,1
393537,458358,Undirected,2672,,1
149824,57240,Undirected,2673,,1
149824,180834,Undirected,2674,,1
149824,202176,Undirected,2675,,1
149824,300956,Undirected,2676,,1
149824,479017,Undirected,2677,,1
149824,521221,Undirected,2678,,1
35140,128754,Undirected,2679,,1
352582,175102,Undirected,2680,,1
33095,38365,Undirected,2681,,1
397641,48190,Undirected,2682,,1
397641,82677,Undirected,2683,,1
397641,441577,Undirected,2684,,1
397641,521394,Undirected,2685,,1
141645,38365,Undirected,2686,,1
141645,513227,Undirected,2687,,1
276814,66156,Undirected,2688,,1
276814,175102,Undirected,2689,,1
14671,36000,Undirected,2690,,1
14671,38365,Undirected,2691,,1
14671,146598,Undirected,2692,,1
14671,498702,Undirected,2693,,1
379216,68409,Undirected,2694,,1
379216,107872,Undirected,2695,,1
379216,406599,Undirected,2696,,1
137551,38365,Undirected,2697,,1
137551,283564,Undirected,2698,,1
192848,38365,Undirected,2699,,1
409938,386373,Undirected,2700,,1
409938,458358,Undirected,2701,,1
112981,458358,Undirected,2702,,1
504153,36000,Undirected,2703,,1
504153,38365,Undirected,2704,,1
504153,284646,Undirected,2705,,1
29024,34599,Undirected,2706,,1
29024,66156,Undirected,2707,,1
29024,238500,Undirected,2708,,1
29024,458358,Undirected,2709,,1
72033,458358,Undirected,2710,,1
217444,48978,Undirected,2711,,1
217444,450953,Undirected,2712,,1
217444,521221,Undirected,2713,,1
264556,42978,Undirected,2714,,1
264556,175102,Undirected,2715,,1
264556,275815,Undirected,2716,,1
389484,192366,Undirected,2717,,1
389484,276228,Undirected,2718,,1
389484,449256,Undirected,2719,,1
18803,24139,Undirected,2720,,1
18803,141879,Undirected,2721,,1
18803,338530,Undirected,2722,,1
18803,459438,Undirected,2723,,1
18803,475968,Undirected,2724,,1
170355,163376,Undirected,2725,,1
170355,222939,Undirected,2726,,1
170355,312632,Undirected,2727,,1
512373,154417,Undirected,2728,,1
512373,234014,Undirected,2729,,1
512373,337603,Undirected,2730,,1
401782,38365,Undirected,2731,,1
401782,476945,Undirected,2732,,1
401782,477105,Undirected,2733,,1
125302,531902,Undirected,2734,,1
536959,161443,Undirected,2735,,1
536959,242928,Undirected,2736,,1
536959,455567,Undirected,2737,,1
536959,477795,Undirected,2738,,1
536959,509343,Undirected,2739,,1
536959,511715,Undirected,2740,,1
536959,521714,Undirected,2741,,1
354687,458358,Undirected,2742,,1
262533,68409,Undirected,2743,,1
262533,109245,Undirected,2744,,1
262533,194330,Undirected,2745,,1
262533,298058,Undirected,2746,,1
262533,310932,Undirected,2747,,1
262533,385537,Undirected,2748,,1
262533,391705,Undirected,2749,,1
262533,391825,Undirected,2750,,1
262533,413480,Undirected,2751,,1
262533,418482,Undirected,2752,,1
262533,448376,Undirected,2753,,1
262533,521666,Undirected,2754,,1
262533,522711,Undirected,2755,,1
262533,527657,Undirected,2756,,1
450953,191107,Undirected,2757,,1
450953,458358,Undirected,2758,,1
237962,458358,Undirected,2759,,1
457098,37981,Undirected,2760,,1
457098,458358,Undirected,2761,,1
133515,252645,Undirected,2762,,1
364944,211669,Undirected,2763,,1
512408,38365,Undirected,2764,,1
512408,527802,Undirected,2765,,1
119194,148098,Undirected,2766,,1
119194,306602,Undirected,2767,,1
84379,37981,Undirected,2768,,1
84379,38365,Undirected,2769,,1
84379,113064,Undirected,2770,,1
483741,246481,Undirected,2771,,1
348574,37316,Undirected,2772,,1
348574,47014,Undirected,2773,,1
348574,76302,Undirected,2774,,1
348574,123563,Undirected,2775,,1
348574,234014,Undirected,2776,,1
348574,532301,Undirected,2777,,1
53661,37981,Undirected,2778,,1
53661,74298,Undirected,2779,,1
53661,267899,Undirected,2780,,1
53661,346747,Undirected,2781,,1
53661,458358,Undirected,2782,,1
280992,458358,Undirected,2783,,1
336289,38365,Undirected,2784,,1
336289,146598,Undirected,2785,,1
336289,498702,Undirected,2786,,1
309666,30049,Undirected,2787,,1
428451,117827,Undirected,2788,,1
428451,247762,Undirected,2789,,1
305572,37981,Undirected,2790,,1
305572,38365,Undirected,2791,,1
305572,113064,Undirected,2792,,1
242084,458358,Undirected,2793,,1
113064,37981,Undirected,2794,,1
113064,244441,Undirected,2795,,1
113064,248679,Undirected,2796,,1
113064,458358,Undirected,2797,,1
113064,503573,Undirected,2798,,1
27052,458358,Undirected,2799,,1
301485,399102,Undirected,2800,,1
219565,458358,Undirected,2801,,1
416175,38365,Undirected,2802,,1
416175,56709,Undirected,2803,,1
313775,215500,Undirected,2804,,1
313775,458358,Undirected,2805,,1
453047,23340,Undirected,2806,,1
453047,118000,Undirected,2807,,1
256441,260593,Undirected,2808,,1
256441,458358,Undirected,2809,,1
479673,458358,Undirected,2810,,1
117181,66156,Undirected,2811,,1
117181,175102,Undirected,2812,,1
420290,38365,Undirected,2813,,1
420290,75678,Undirected,2814,,1
420290,116673,Undirected,2815,,1
420290,147286,Undirected,2816,,1
420290,161622,Undirected,2817,,1
420290,175102,Undirected,2818,,1
420290,219106,Undirected,2819,,1
420290,372584,Undirected,2820,,1
420290,417729,Undirected,2821,,1
420290,458358,Undirected,2822,,1
420290,488075,Undirected,2823,,1
37316,47014,Undirected,2824,,1
37316,76302,Undirected,2825,,1
37316,123563,Undirected,2826,,1
37316,234014,Undirected,2827,,1
37316,532301,Undirected,2828,,1
532933,239327,Undirected,2829,,1
532933,399102,Undirected,2830,,1
231883,29923,Undirected,2831,,1
231883,35947,Undirected,2832,,1
231883,489457,Undirected,2833,,1
231883,524987,Undirected,2834,,1
477644,350949,Undirected,2835,,1
215500,348159,Undirected,2836,,1
215500,454231,Undirected,2837,,1
215500,458358,Undirected,2838,,1
332241,87226,Undirected,2839,,1
332241,127560,Undirected,2840,,1
332241,445311,Undirected,2841,,1
25042,458358,Undirected,2842,,1
145875,23340,Undirected,2843,,1
145875,221717,Undirected,2844,,1
543188,165844,Undirected,2845,,1
543188,234014,Undirected,2846,,1
66004,5626,Undirected,2847,,1
66004,458358,Undirected,2848,,1
66004,465711,Undirected,2849,,1
135638,222939,Undirected,2850,,1
522711,15715,Undirected,2851,,1
522711,58064,Undirected,2852,,1
522711,93655,Undirected,2853,,1
522711,109245,Undirected,2854,,1
522711,146679,Undirected,2855,,1
522711,158306,Undirected,2856,,1
522711,227830,Undirected,2857,,1
522711,230494,Undirected,2858,,1
522711,306687,Undirected,2859,,1
522711,321151,Undirected,2860,,1
522711,409181,Undirected,2861,,1
522711,448376,Undirected,2862,,1
522711,470072,Undirected,2863,,1
522711,497127,Undirected,2864,,1
522711,527657,Undirected,2865,,1
98776,38365,Undirected,2866,,1
496086,458358,Undirected,2867,,1
496086,533203,Undirected,2868,,1
379362,56267,Undirected,2869,,1
145895,1302,Undirected,2870,,1
145895,458358,Undirected,2871,,1
145895,468322,Undirected,2872,,1
449000,13438,Undirected,2873,,1
449000,30049,Undirected,2874,,1
449000,375914,Undirected,2875,,1
449000,433276,Undirected,2876,,1
487915,24139,Undirected,2877,,1
487915,245374,Undirected,2878,,1
487915,458481,Undirected,2879,,1
487915,498702,Undirected,2880,,1
168428,121454,Undirected,2881,,1
168428,138688,Undirected,2882,,1
92656,262757,Undirected,2883,,1
92656,338530,Undirected,2884,,1
92656,354211,Undirected,2885,,1
260593,458358,Undirected,2886,,1
227830,3032,Undirected,2887,,1
227830,15715,Undirected,2888,,1
227830,409181,Undirected,2889,,1
227830,470072,Undirected,2890,,1
92665,24139,Undirected,2891,,1
92665,62917,Undirected,2892,,1
92665,175102,Undirected,2893,,1
358906,335795,Undirected,2894,,1
31227,7153,Undirected,2895,,1
31227,87177,Undirected,2896,,1
31227,123777,Undirected,2897,,1
31227,237364,Undirected,2898,,1
31227,363028,Undirected,2899,,1
31227,458358,Undirected,2900,,1
31227,468322,Undirected,2901,,1
238077,130718,Undirected,2902,,1
238077,482960,Undirected,2903,,1
27133,525766,Undirected,2904,,1
367103,38365,Undirected,2905,,1
367103,123777,Undirected,2906,,1
367103,474192,Undirected,2907,,1
29184,175102,Undirected,2908,,1
385537,28437,Undirected,2909,,1
385537,285752,Undirected,2910,,1
385537,347105,Undirected,2911,,1
385537,474616,Undirected,2912,,1
449030,252645,Undirected,2913,,1
463367,111624,Undirected,2914,,1
463367,447440,Undirected,2915,,1
463367,458358,Undirected,2916,,1
463367,498702,Undirected,2917,,1
483848,38365,Undirected,2918,,1
483848,486191,Undirected,2919,,1
21003,141879,Undirected,2920,,1
21003,175102,Undirected,2921,,1
303628,38365,Undirected,2922,,1
303628,284646,Undirected,2923,,1
303628,397980,Undirected,2924,,1
82444,37981,Undirected,2925,,1
82444,317389,Undirected,2926,,1
82444,458358,Undirected,2927,,1
82444,472827,Undirected,2928,,1
82444,498702,Undirected,2929,,1
76302,123563,Undirected,2930,,1
76302,234014,Undirected,2931,,1
129553,56709,Undirected,2932,,1
129553,458358,Undirected,2933,,1
363028,458358,Undirected,2934,,1
221717,253667,Undirected,2935,,1
391705,107872,Undirected,2936,,1
391705,213707,Undirected,2937,,1
391705,310932,Undirected,2938,,1
391705,312823,Undirected,2939,,1
391705,391825,Undirected,2940,,1
391705,409277,Undirected,2941,,1
317978,50756,Undirected,2942,,1
317978,159604,Undirected,2943,,1
317978,197303,Undirected,2944,,1
317978,445311,Undirected,2945,,1
399899,364334,Undirected,2946,,1
234014,47014,Undirected,2947,,1
234014,123563,Undirected,2948,,1
234014,154417,Undirected,2949,,1
234014,165844,Undirected,2950,,1
234014,337603,Undirected,2951,,1
234014,357174,Undirected,2952,,1
234014,470207,Undirected,2953,,1
234014,494258,Undirected,2954,,1
234014,532301,Undirected,2955,,1
145957,56267,Undirected,2956,,1
145957,164649,Undirected,2957,,1
520741,1886,Undirected,2958,,1
520741,306602,Undirected,2959,,1
520741,323174,Undirected,2960,,1
410151,37981,Undirected,2961,,1
410151,164441,Undirected,2962,,1
410151,244441,Undirected,2963,,1
410151,386439,Undirected,2964,,1
410151,457573,Undirected,2965,,1
410151,458358,Undirected,2966,,1
410151,491463,Undirected,2967,,1
125480,1843,Undirected,2968,,1
125480,175102,Undirected,2969,,1
242216,138602,Undirected,2970,,1
242216,236501,Undirected,2971,,1
242216,458358,Undirected,2972,,1
541228,239327,Undirected,2973,,1
541228,306602,Undirected,2974,,1
440877,38365,Undirected,2975,,1
440877,307811,Undirected,2976,,1
131630,222939,Undirected,2977,,1
309807,64317,Undirected,2978,,1
344621,48190,Undirected,2979,,1
344621,441577,Undirected,2980,,1
274995,38365,Undirected,2981,,1
274995,166875,Undirected,2982,,1
274995,439836,Undirected,2983,,1
274995,486500,Undirected,2984,,1
274995,493107,Undirected,2985,,1
141879,38087,Undirected,2986,,1
141879,119903,Undirected,2987,,1
141879,375495,Undirected,2988,,1
80440,114330,Undirected,2989,,1
80440,458358,Undirected,2990,,1
109114,30049,Undirected,2991,,1
320058,175102,Undirected,2992,,1
320058,458358,Undirected,2993,,1
320058,462312,Undirected,2994,,1
74298,37981,Undirected,2995,,1
74298,458358,Undirected,2996,,1
303680,38365,Undirected,2997,,1
365123,56709,Undirected,2998,,1
